id,question,option_a,option_b,option_c,option_d,correct_option
OIC-353-09-B,What is the primary indication for hospitalization in cases of suicidal risk?,To stabilize a patient with a life-threatening prognosis due to non-psychiatric complications,In the event of a suicidal risk with a low or medium degree of urgency associated with decompensated psychiatric disorders,To provide immediate treatment for a minor injury,To facilitate a family therapy session,option_a
OIC-353-04-A,What is the main method used by adolescents in suicidal behavior?, Hanging/strangulation,Defenestration,Risky sexual behavior,Substance use,b
OIC-353-01-A,What is the definition of 'Attempted Suicide (AS) in relation to suicidal risk and behavior?,A deliberate act to end one's own life,An attempt to harm oneself but without fatal outcome,A self-inflicted behavior that puts life at risk,A voluntary decision to die,option_b
OIC-353-03-A,What is the primary characteristic of a suicidal crisis?,The individual has no clear reason for wanting to die,They are experiencing intense psychological suffering without any apparent solution,They have access to lethal means and are planning to use them,They are in a state of extreme emotional numbness,b
OIC-353-11-B,What is the primary characteristic of depressive episodes in older adults?,Commonly associated with younger individuals,Typically characterized by increased energy levels,Often linked to a decrease in physical activity,Usually related to improved cognitive function,c
OIC-353-07-B,What is the primary goal of managing suicidal risk in children?,Identifying underlying mental health conditions,Providing medication without consulting a doctor,Ignoring the patient's concerns,Only considering family involvement,option_a
OIC-353-06-B,What is the primary purpose of VigilanS-type recontact systems in suicidal individuals?,To provide immediate assistance to those at risk,To prevent suicidal recurrence by actively watching over them,To improve media coverage of suicidal behavior,To reduce the consequences of suicides in institutions,b
OIC-353-08-A,What should be done immediately after a suicidal crisis?,Call emergency services,Stay with the patient and try to talk them out,Give the patient a quiet welcome and keep them safe,Admit the patient to the hospital without any medical evaluation first,c
OIC-353-05-A,What is the primary purpose of assessing suicidal risk in children?,To identify potential mental health issues,To predict future behavior,To determine the likelihood of successful treatment,To evaluate the effectiveness of current interventions,a
OIC-353-10-B,What is the main goal of involving parents in the care process when managing suicidal risk in children and adolescents?,To increase parental involvement,To reduce parental involvement,To limit parental involvement,To ignore parental involvement,option_a
OIC-353-02-A,What percentage of individuals aged 18-75 reported having attempted suicide in their lifetime?,4.5%,7.2%,0.39%,10%,b
OIC-082-07-A,What is the main difference between intravitreal hemorrhage and retinal detachment?,"Intravitreal hemorrhage causes sudden vision loss, while retinal detachment may not","Retinal detachment often has a history of previous eye problems, whereas intravitreal hemorrhage typically does not","Both conditions can cause sudden vision loss, but intravitreal hemorrhage is more likely to be associated with meningeal haemorrhage",Intravitreal hemorrhage and retinal detachment are both emergencies that require immediate treatment,b
OIC-082-09-B,What is the main difference between central retinal artery occlusion (CRAO) and central retinal vein occlusion (CRVO)?,"CRAO results in a sudden, very profound drop in visual acuity due to ischemia of the retina, while CRVO causes a decrease in visual acuity that varies greatly depending on the clinical form.","Both CRAO and CRVO result in a decrease in visual acuity, but CRAO is more likely to cause severe complications such as neovascularization and glaucoma.","CRAO typically occurs in younger patients with carotid atheroma, while CRVO often affects older adults with hypertension and diabetes.","The main difference between the two conditions is that CRAO usually has a more favorable outcome if treated promptly, whereas CRVO may have a poorer prognosis without treatment.",CRAO typically occurs in younger patients with carotid atheroma
OIC-082-01-A,What is a characteristic of a binocular visual disorder?,It appears in one eye only,It disappears when either eye is occluded and is only perceived when both eyes are open,It persists after occlusion of the healthy eye,It disappears when the other eye is occluded and is only perceived when one eye is open,b
OIC-082-08-B,What is the main indication for imaging in a patient with acute visual impairment?,Glaucoma,Neuro-ophthalmological pathology,Unexplained drop in visual acuity,"Macular anomaly at the back of the eye (drusen, haemorrhage, vitreomacular traction, macular hole, epimacular membrane, etc.)",option_c
OIC-082-06-A,What is the main cause of acute visual impairment in patients with acute anterior ischemic optic neuritis (AIAON)?,Horton's disease or gigantocellular arteritis,Arteriosclerosis,Retrochiasmatic disease,Tumoral optic neuropathy,a
OIC-082-12-B,What is a characteristic feature of transient monocular blindness in the context of migraine aura?,A sudden loss of vision in one eye,A temporary change in color perception,"A brief, fleeting episode of visual hallucinations",A complete loss of vision in both eyes,A
OIC-082-17-B,What is the main cause of vitreous hemorrhage?,Retinal tear,Proliferative diabetic retinopathy,Ischaemic occlusions of the central retinal vein or one of its branches,Terson's syndrome,c
OIC-082-15-A,What is a characteristic sign of acute visual impairment in patients with rhegmatogenous retinal detachment?,A sudden loss of vision,A change in color perception,A feeling of floating or falling,A sudden increase in eye pressure,A sudden loss of vision
OIC-082-16-B,What is the primary risk factor for rhegmatogenous retinal detachment?,Age,Myopia,Trauma,Uveitis,b
OIC-082-10-B,What is the main difference between Acute Visual Impairment and Optic Neuropathy?,"Acute Visual Impairment is a sudden, painless loss of vision, while Optic Neuropathy is characterized by gradual visual decline","Optic Neuropathy is caused by arteriosclerosis, while Acute Visual Impairment is not","Both conditions can cause unilateral visual impairment, but Acute Visual Impairment typically has a sudden onset and is painless","Acute Visual Impairment is usually associated with papilledema, while Optic Neuropathy is characterized by total or sectorial papilledema",c
OIC-082-11-A,What is the typical duration of an ophthalmic migraine or visual migraine aura?,15-30 minutes,1 hour,2 hours,3 days,a
OIC-082-02-A,What is the main difference between Amaurosis fugax and transient ischemic attack?,"Amaurosis fugax occurs due to a temporary blockage of the small blood vessels in the retina, while transient ischemic attack occurs due to a larger blockage of the major arteries.","Both are caused by a sudden loss of vision, but Amaurosis fugax is more likely to be triggered by high blood pressure or dehydration, whereas transient ischemic attack is often linked to atherosclerosis.","Amaurosis fugax typically affects one eye at a time, while transient ischemic attack can affect either eye equally.",Both conditions are rare and usually occur in people over 50 years old.,a
OIC-082-05-B,What is the main purpose of a fundus angiography examination?,To diagnose retinal vascularization,To visualize pathological choroidal vessels,To assess the length of the eyeball,To detect intraocular foreign bodies,option_a
OIC-082-03-A,What happens to the pupillary reflex when a person has acute visual impairment?,The direct PMR is abolished due to hemidecussation at the chiasma.,The consensual PMR is suppressed because of the drop in vision in the affected eye.,"Both the direct and consensual PMRs are preserved, as the afferent pathway remains normal in both eyes.",There is no pupillary reflex at all.,c
OIC-164-07-A,What is the primary mode of transmission for HHV6 virus?,Human-to-human contact through casual conversation,Direct injection into the eye,Saliva droplets during close contact with an infected person,Airborne transmission from a coughing person,c
OIC-164-10-A,What is the main difference between Kawasaki disease and Pediatric Multi-Systemic Inflammation Syndrome (PIMS) caused by SARS-CoV-2?,"Kawasaki disease affects children under 5 years, while PIMS occurs in adults over 60 years old.",Both diseases are characterized by fever lasting 5 days or more and involve the extremities with erythema of the palms and soles.,"PIMS is caused by a viral infection, whereas Kawasaki disease is caused by an unknown precise pathophysiology involving immune and environmental factors in a genetically predisposed background.",Kawasaki disease has a higher risk of myocardial damage compared to PIMS.,c
OIC-164-05-A,What is the primary mode of transmission for rubella virus?,Human-to-human contact,Airborne transmission,Contaminated food and water,Insect bites,option_a
OIC-164-06-A,What is a common cause of febrile rash in pregnant women?,Parvovirus B19,Herpes simplex virus,Hepatitis A,Varicella-zoster virus,a
OIC-164-02-A,What is the main emergency related to a purpura fulminans in children?,Purpuras in adults and children,Necrotising fasciitis,Toxin syndrome,Dermo-hypodermatitis,b
OIC-164-08-A,What is the preferred age for primary infection with infectious mononucleosis?,Adolescence,Young children,Infants,Pregnant women,a
OIC-164-01-A,What is the main characteristic of a maculopapular exanthema?,A vesicle,A pustule,A scar,A rash with no interval of healthy skin,d
OIC-164-04-A,What is the primary mode of transmission for measles? ,Airborne,Waterborne,Direct contact with an infected person's saliva or mucus,Through contaminated food and water,c
OIC-164-09-A,What is the primary cause of Scarlet Fever?,Group A Streptococcus (GAS) infection,Viral infection,Environmental factor,Unknown,option_a
OIC-164-03-A,What is the main difference between scarlet fever and staphylococcal toxic shock syndrome?,"Scarlet fever has a more pronounced macular exanthema, whereas staphylococcal toxic shock syndrome has a more widespread rash","Staphylococcal toxic shock syndrome is characterized by a more intense facial edema and adenopathy, whereas scarlet fever is typically associated with mucosal involvement","Scarlet fever is caused by Group A beta-hemolytic streptococcus, while staphylococcal toxic shock syndrome is caused by Staphylococcus aureus","Both conditions are characterized by a high fever and cervical adenopathy, but scarlet fever typically has a more pronounced rash",c
OIC-164-11-A,What is the primary mode of transmission for chickenpox?,Airborne,Contact with vesicles,Water droplets,Fomite,b
OIC-342-18-B,"What is the recommended approach to managing a patient who has experienced discomfort, loss of consciousness, or coma in adults?",Provide immediate medical attention and monitor vital signs closely,Offer general reassurance and encourage patients to rest,Administer medication to induce sleep immediately,Perform a thorough physical examination without any specific treatment plan,option_a
OIC-342-02-B,What is the main pathophysiological mechanism of malaise?,Increased blood flow to the brain,Decreased oxygen supply to the brain,Overactive neurotransmitters in the brain,Hypoxia-induced inflammation,b
OIC-342-06-A,What is a pseudo-seizure?,A sudden loss of consciousness in an adult,"A brief, harmless muscle spasm","An intense, uncontrolled heart rate","A sudden, severe headache",a
OIC-342-19-B,What is the recommended approach to managing a patient with orthostatic arterial hypotension who has lost consciousness?,Administering oxygen therapy,Increasing fluid intake,Using a non-invasive blood pressure monitor,Switching to a different medication,option_a
OIC-342-10-A,What is the primary cause of coma in adults?,Seizure,Cardiac arrest,Stroke,Allergic reaction,b
OIC-342-20-A,What are the indications for administering benzodiazepine short-acting anticonvulsant treatment in adults?,Seizure of a child,Migraine attack,Insomnia,Panic disorder,option_a
OIC-342-05-A,What is the primary difference between Orthostatic Hypotension and Hypoglycaemia?,"Orthostatic Hypotension occurs when a person's blood pressure drops rapidly upon standing, while Hypoglycaemia occurs when blood sugar levels drop below normal.","Hypoglycaemia is caused by an increase in insulin production, whereas Orthostatic Hypotension is caused by a decrease in sympathetic nervous system activity.","Orthostatic Hypotension can be treated with caffeine and salt supplements, while Hypoglycaemia requires immediate medical attention to administer glucose intravenously.","Hypoglycaemia typically occurs when blood sugar levels drop below 50 mg/dL, whereas Orthostatic Hypotension is not a specific diagnosis for low blood pressure.",option_a
OIC-342-11-A,What is a correct indication for performing an ECG in adults with symptoms of syncope?,Atrial fibrillation,Atrial flutter,Hypertension,Atrial septal defect,Atrial fibrillation
OIC-342-17-B,"What is the recommended next step in managing a patient with symptoms of malaise, syncope, or lipothymia?",Perform an electrocardiogram (ECG) to check for arrhythmias,Administer oxygen therapy to increase oxygen levels in the blood,Provide general anesthesia and sedation to ensure patient comfort,Use a pacemaker to regulate heart rhythms,Perform an electrocardiogram (ECG) to check for arrhythmias
OIC-342-21-A,What is the primary goal of combining long-acting and short-acting treatments in managing a comatose adult?,To increase seizure frequency,To reduce seizure duration,To improve cognitive function,To enhance overall quality of life,b
OIC-342-09-A,What is the main difference between malaise without loss of consciousness and malaise with partial or total loss of consciousness?,Falls can cause malaise in adults due to somatomorphic malaise,Catalepsy can also cause malaise in adults,Drop attacks are a type of panic attack that can occur without loss of consciousness,Psychogenic pseudo syncope is not a valid cause of malaise,c
OIC-342-15-A,What should you do if someone is having a generalized convulsive seizure?,Call emergency services immediately,Try to calm the person down with music and hugs,Use physical force to restrain them,Wait for the seizure to pass on its own,a
OIC-342-03-A,What is the main diagnostic criterion for syncope/lipothymia?,Duration of loss of consciousness,History of seizures,Vital signs when lying and standing,Family history of heart disease and/or sudden death,option_a
OIC-342-16-A,What should you do to treat discomfort in adults who are conscious?,Apply a cold compress,Give them a glass of milk,Try some herbal tea,Use a warm bath,option_a
OIC-342-13-B,What is the main purpose of a blood ionogram in diagnosing syncope?,To measure electrolyte levels,To detect changes in blood pressure,To assess cardiac output,To monitor kidney function,option_a: To measure electrolyte levels
OIC-342-04-A,What is a common triggering circumstance for loss of consciousness in adults?,Exertion,Trauma,Lying down,Sleeping on the job,a
OIC-342-12-B,What is a valid indication for performing an electroencephalogram (EEG) in adults with suspected epilepsy?,A seizure lasting less than 30 seconds,A fever of unknown origin,A recent head injury,A normal EEG result indicating no neurological disorder,a
OIC-342-08-A,What is a common cause of malaise in adults without loss of consciousness?,Falls,Psychogenic pseudo syncope,"Metabolic disorders including hypoglycaemia, hypoxia, intoxication, etc.",Discontinuation of treatment,option_c
OIC-342-14-A,What is a correct ECG abnormality that requires a cardiological opinion within 24 hours?,Sustained ventricular tachycardia,Long QT interval (corrected > 450 ms),Pathological Q wave,Right or left bundle branch block,b
OIC-342-01-A,What is the main difference between syncope and lipothymia?,"Syncope occurs when there is no loss of consciousness, while lipothymia lasts longer than that",Lipothymia has a shorter duration of cerebral hypoperfusion than syncope,Both have the same mechanism as syncope but with different durations,"Syncope is only associated with myoclonus, while lipothymia is not",c
OIC-342-07-A,What is a common cause of syncope in adults?,Hypertension,Cardiac arrhythmias,Reflex,Lipothymia,c
OIC-245-24-B,What is the primary purpose of performing 17 OH progesterone assays in newborns?,To diagnose adrenal insufficiency,To measure long-chain fatty acids in adrenoleukodystrophy,To determine the etiology of congenital adrenal hyperplasia,To identify genetic mutations affecting hormone production,a
OIC-245-06-B,What time should ACTH be measured for diagnosis?,4 o'clock,8 o'clock,12 o'clock,6 o'clock,b
OIC-245-17-B,What is the correct interpretation of elevated ACTH in adrenal insufficiency?,ACTH is a hormone that stimulates cortisol production,ACTH is a hormone that suppresses cortisol production,ACTH is a hormone that regulates blood pressure,ACTH is a hormone that causes the adrenal glands to produce more cortisol,b
OIC-245-13-B,What is the recommended treatment for primary adrenal insufficiency?,A glucocorticoid only,A mineralocorticoid only,Hydrocortisone and fludrocortisone together,Laxatives and diuretics,c
OIC-245-08-B,What is the main cause of primary adrenal insufficiency in adults?,Autoimmune Cortical Shrinkage,Bilateral Adrenal Tuberculosis,Drug-Induced,Vascular Causes,option_a
OIC-245-10-B,What is a common cause of adrenal insufficiency in adults and children that is not listed?,Autoimmune disease (pituitary),"Granulomatosis (sarcoidosis in particular),",Trauma,Radiotherapy,"Sudden necrosis during hypovolemic shock in the postpartum period (Sheehan's syndrome, very rare)"
OIC-245-16-A,What is the primary cause of adrenal insufficiency in adults and children?,Hormonal imbalance,Autoimmune disease,Genetic disorder,Viral infection,option_a
OIC-245-05-A,What is the correct indication for a 8-hour cortisol test in adults and children?,Low cortisol levels (< 50 ng/ml or 138 nmol/l) indicate adrenal insufficiency,Cortisol levels should be between 100-200 ng/ml (280-560 nmol/l),A stimulation test is performed to confirm normal cortisol levels,The 8-hour cortisol test can only be used in children under the age of 5 years,option_a
OIC-245-20-B,What is the recommended treatment for acute adrenal insufficiency in children?,Increase hydrocortisone doses,Start treatment at home before referring to hospital,Use fludrocortisone instead of hydrocortisone,Give 100 mg IV/IM every 6 hours for 24 hours,option_a
OIC-245-09-A,What is a common reason for adrenal insufficiency in adults and children?,Hormonal imbalance due to birth control pills,Infection of the pituitary gland,Tumors of the hypothalamo-hypophyseal region,Adrenal fatigue,c
OIC-245-15-A,What is the immediate priority in treating acute adrenal insufficiency?,Administering corticosteroids,Providing supportive care only,Monitoring cortisol levels before treatment,Performing a physical examination to identify symptoms,option_a
OIC-245-11-B,What is the correct biological half-life of Prednisolone?,18-24,36-48,72-96,12-18,b
OIC-245-21-B,"When increasing hydrocortisone doses for acute adrenal insufficiency during stress, what should be done?",Take one tablet at a time,"Take two tablets as soon as the triggering factor occurs and then continue with three more in the morning, noon, and night until recovery.",Take 1/3 of the dose every hour for 8 hours,Do not modify fludrocortisone doses during stress,b
OIC-245-19-B,What is a common sign of acute adrenal insufficiency in adults?,Addison's disease,Bilateral adrenal hemorrhage,Pituitary apoplexy,Complete adrenal enzyme block (21-hydroxylase +++),a
OIC-245-02-A,What is the main difference between peripheral and central adrenal insufficiency?,"Peripheral adrenal insufficiency typically affects blood pressure, while central adrenal insufficiency affects electrolyte balance.","Central adrenal insufficiency often causes skin hyperpigmentation, whereas peripheral adrenal insufficiency may cause pallor without anaemia.","Both types of adrenal insufficiency can be caused by autoimmune diseases, but peripheral is more commonly associated with thyroid disorders and cancers.",Peripheral adrenal insufficiency typically has a more rapid onset than central adrenal insufficiency.,b
OIC-245-18-B,What is a common cause of decompensation in adults with treated adrenal insufficiency?,Viral infections,Dehydration,Inadequate physical activity,Hypothyroidism,option_a
OIC-245-12-A,What is the recommended initial dose of hydrocortisone in acute adrenal insufficiency?,50 mg IV or IM,100 mg IV or IM,200 mg IV or IM,500 mg IV or IM,b
OIC-245-03-A,What is the primary cause of adrenal insufficiency in adults?,Hormonal imbalance due to pituitary gland failure,Genetic disorders affecting the adrenal glands,Autoimmune disease targeting the adrenal cortex,Infections causing inflammation of the adrenal glands,option_a
OIC-245-04-A,What is the primary clinical sign of adrenal insufficiency in adults?,Hypertension,Anemia,Asthenia,Hyperglycemia,a
OIC-245-23-A,What is a characteristic feature of primary adrenal insufficiency in children?,Hypertrophic clitoris,Normal genitalia,Failure to thrive,Increased risk of infections,b
OIC-245-25-B,What is the most common genetic cause of adrenal insufficiency in children?,Congenital Adrenal Hyperplasia,Adrenoleukodystrophy,X-linked recessive disease,Autosomal dominant disease,option_a
OIC-245-01-A,What is the main difference between primary and corticotropic adrenal insufficiency?,"Primary or peripheral adrenal insufficiency involves both adrenal glands, while corticotropic adrenal insufficiency only affects one gland","Corticotropic adrenal insufficiency is caused by a lack of ACTH from the pituitary gland, while primary adrenal insufficiency is due to a deficiency in cortisol production within the adrenal glands","Both types involve the adrenal glands, but corticotropic adrenal insufficiency affects the pituitary gland, whereas primary adrenal insufficiency affects both adrenal glands",Primary and corticotropic adrenal insufficiency are two distinct types of adrenal insufficiency with different causes and effects on hormone production,c
OIC-245-22-B,What is the primary cause of adrenal insufficiency in children?,21 hydroxylase deficiency,Adrenoleukodystrophy,Congenital adrenal hyperplasia,Hypopituitarism,a
OIC-245-07-A,What is the primary purpose of administering tetracosactide in the Synacthen Test?,To stimulate the adrenal cortex to produce cortisol,To suppress ACTH production by the pituitary gland,To mimic the effects of exogenous ACTH on the adrenal cortex,To induce a stress response in the patient,c
OIC-245-14-B,What is the primary clinical sign of adrenal insufficiency in adults and children?,Weight loss,Fatigue,High blood pressure,Nausea,b
OIC-107-05-B,What is the primary characteristic of abnormal movements in Huntington's disease?,Chorea,Dystonia,Parkinsonism,Myoclonus,a
OIC-107-06-A,What are the main expressions of tics?,Simple motor tics,Complex vocal tics,Both simple and complex motor tics,No specific expression,c
OIC-107-03-A,What is the main drug likely to induce a tremor?,L-dopa,amiodarone,amphetamine,cyclosporin,a
OIC-107-07-B,What is the main difference between L-dopa-induced dyskinesias and antipsychotic-induced dyskinesias?,"L-dopa-induced dyskinesias occur at peak dose, while antipsychotic-induced dyskinesias occur during prolonged treatment.",Both types of dyskinesias are caused by abnormal involuntary movements in the brain.,Antipsychotic-induced dyskinesias are more likely to cause akathisia than L-dopa-induced dyskinesias.,"L-dopa-induced dyskinesias are typically associated with dystonic movements, while antipsychotic-induced dyskinesias are characterized by choreic movements.",option_c
OIC-107-02-A,What is the main cause of tremor according to semiological type (rest or action)?,Wilson's disease,Iatrogenic parkinsonian syndrome,Cerebellar ataxia with dancing of the tendons on standing without worsening when the eyes are occluded,Exaggeration of physiological tremor,b
OIC-107-01-A,What is the main difference between a tremor and dystonia?,"A tremor occurs in muscles at rest, while dystonia affects the roots of the limbs.","Dystonia is characterized by abnormal posture and/or repetitive movements, whereas a tremor is involuntary rhythmic oscillation around equilibrium.","Tremors are typically voluntary, while dystonias are often involuntary.","Both tremors and dystonias can be controlled with willpower, but tics are uncontrollable.",b
OIC-133-04-A,What is the main difference between ADLs (Activities of Daily Living) and IADLs?,"ADLs are used for everyday tasks, while IADLs require more complex cognitive functions.","IADLs are used to assess a person's ability to live independently, while ADLs are used to determine their level of dependence.","Both ADLs and IADLs measure the same things, but with different scales.","ADLs are only used for tasks that require physical strength, while IADLs are used for tasks that require mental abilities.",b
OIC-133-05-B,What is the main cause of iatrogenic dependence in elderly people?,Undernutrition,Acute confusion,Falls,Adverse drug reactions,option_a
OIC-133-06-B,What is the primary consequence of dependency on patients and carers?,Reduced cognitive capacity,Increased risk of cardiovascular issues,Social isolation,Financial difficulties for home improvements,option_a
OIC-133-09-B,What is the primary purpose of group accommodation facilities for dependent elderly people?,To provide temporary care when home adaptation is difficult,To offer one-off foster carer support,To enable independent living with optional communal services,To facilitate long-term care in a family setting,option_a
OIC-133-03-A,What is the main difference between a deficiency and a disability in Wood's functional analysis?,"A deficiency is an anomaly, while a disability is a consequence of impairment","A deficiency is a cause of disability, while a disability is a result of incapacity",Both are equal in importance,Deficiency and disability are the same thing,option_a
OIC-133-07-A,What is the main purpose of a medical bed in an elderly person's home?,To provide a comfortable place for rest,To support mobility and prevent falls,To facilitate communication with healthcare professionals,To serve as a decorative piece,option_a
OIC-133-08-A,What is the purpose of Mandat de Protection Future?,To protect an adult from harm,To allow a family member to make decisions on behalf of someone who cannot do so themselves,To provide temporary financial support for an individual in need,To enable the person to manage their own affairs without supervision,b
OIC-133-01-A,What does autonomy mean in relation to functional dependence?,Having control over one's own actions and decisions,Being completely unable to perform daily tasks on your own,Having the ability to make choices but not being able to act on them,Having complete physical or mental disability that prevents you from performing any tasks at all,option_a
OIC-133-02-B,What is the correct interpretation of 'Consistency' in the context of the GIR Score?,A person who consistently follows a routine and behaves logically,A person who consistently ignores rules and behaves randomly,A person who consistently does not follow any routines or behave randomly,A person who consistently follows all routines and behaves perfectly,option_a
OIC-234-14-A,What is the characteristic radiographic feature of pulmonary stasis with alveolo-interstitial syndrome?,Vascular redistribution from the base to the apices,Increased CTR (cardiothoracic ratio),Alveolar opacities in a perihilar distribution,Pleural effusions with directional mitral insufficiency,Vascular redistribution from the base to the apices
OIC-234-22-A,What is the primary indicator for diagnosing cardiogenic shock?,Low cardiac output,High blood pressure,Oliguria,Cyanosis,option_a
OIC-234-03-A,What is the main cause of cardiogenic acute pulmonary oedema (PAO)?,Left ventricular hypertrophy,Right heart failure,Increased intrathoracic pressure,Cardiomyopathy with dilated cardiomyopathy,option_a
OIC-234-05-B,What is a characteristic feature of left heart failure that is not typically associated with right heart failure?,Increased pulmonary vascular resistance,Decreased cardiac output,Right ventricular hypertrophy,Left ventricular dilation,b
OIC-234-09-A,What is the most common clinical sign of cardiac insufficiency (CI) on exertion?,Orthopnoea,Paroxysmal nocturnal dyspnoea,Dyspnoea,Pulmonary sub-oedema,b
OIC-234-07-A,What is the most common differential diagnosis for cardiogenic pulmonary artery occlusion (PAO)?,Pneumonia,Asthma attacks,Tamponade,Decompensation of COPD,option_a
OIC-234-17-A,What is the primary sign of cardiogenic pulmonary oedema (PAO) in a patient with acute respiratory distress?,Respiratory rate > 30/minute,Orthopnoea,Hypercapnia,Cyanosis,option_a
OIC-234-13-B,What is the primary purpose of transthoracic echocardiography in adult heart failure?,To diagnose cardiac insufficiency,To define the type of heart failure,To identify an aetiology of heart failure,To measure filling pressures,to diagnose cardiac insufficiency
OIC-234-19-A,What is the main dietary hygiene measure for adult heart failure?,Remove salt from your diet,Add salt to cooking water,Increase sodium intake,Reduce salt consumption by 10% daily,option_a
OIC-234-10-B,What is the primary indication for a BNP (Brain Natriuretic Peptide) test in patients with heart failure?,Sudden death,Coronary artery disease,Cardiac catheterization,ECG,a
OIC-234-23-B,What is the primary goal of treatment for cardiogenic shock?,Increase blood pressure,Decrease fluid volume,Improve cardiac output,Reduce mortality rate,c
OIC-234-08-B,What is the main difference between Heart Failure with Reduced EF (HFrEF) and Heart Failure with Preserved EF?,Both have a low ejection fraction,Both have an elevated end-diastolic volume,"One has a normal ejection fraction, while the other does not.",Neither has a significant impact on mortality rates.,c
OIC-234-12-B,What is the correct age threshold for elevated BNP levels?,50,75,100,150,b
OIC-234-18-A,What is the primary goal in managing adult heart failure with cardiogenic OAP?,Hospitalization in a continuous care unit,"Prescribe symptomatic treatment: loop diuretics, nitrate derivatives, oxygen therapy, etc.",Intravenous digoxin and effective anticoagulation if rapid atrial fibrillation,Systematic preventive anticoagulation,option_a
OIC-234-11-A,What is the primary purpose of ordering a cardiac ultrasound in adult heart failure?,To assess left ventricular function,To evaluate for coronary artery disease,To confirm diagnosis of cardiogenic shock,To check for electrolyte imbalances,option_a
OIC-234-01-B,What is the estimated average age of adults with heart failure?,50-60 years,70-80 years,40-50 years,90-100 years,b
OIC-234-21-B,What is a common complication of heart failure that can lead to sudden death?,Cardiac cachexia,Ventricular arrhythmias,Pulmonary hypertension,Hypertension,b
OIC-234-02-A,What is the main difference between Heart Failure with Reduced Ejection Fraction (HFrEF) and Diastolic Heart Failure?,"A), Both have a low LVEF","B), Both have a high LVEF","C), Both have normal LVEF","D), One has a reduced ejection fraction and the other has preserved ejection fraction",d)
OIC-234-20-A,What is the main drug class for treating heart failure with reduced ejection fraction (EF) in patients with a low ejection fraction (<35%)?,ACEI/ARB Ni,Beta-blockers,Aldosterone receptor antagonists,Glifozines,option_a
OIC-234-06-B,What is the main difference between lesional and cardiogenic PAO?,"Lesional PAO is due to damage to the alveolar-capillary membrane, while cardiogenic PAO is caused by increased pulmonary capillary pressure.","Cardiogenic PAO is due to damage to the alveolar-capillary membrane, while lesional PAO is caused by increased oncotic pressure.","Lesional PAO is due to increased oncotic pressure, while cardiogenic PAO is caused by damage to the alveolar-capillary membrane.","Cardiogenic PAO is due to increased oncotic pressure, while lesional PAO is caused by a decrease in lung compliance.",option_c
OIC-234-16-A,What is the most common cause of left heart failure?,Ischaemic Heart Disease,Hypertension,Valvulopathies,Cardiomyopathies,b
OIC-234-04-A,What is the main definition of cardiogenic shock?,A drop in cardiac output resulting from a decrease in blood flow to peripheral organs.,Cardiogenic shock is defined as the inability of the heart to generate sufficient blood flow to meet the metabolic needs of peripheral organs due to a lack of oxygen.,The primary cause of cardiogenic shock is a sudden increase in body temperature.,Cardiogenic shock is typically characterized by an elevated cardiac index with normal capillary pressure.,option_a
OIC-270-05-A,What should be the first step in evaluating acute low back pain in adults?,Imaging studies,Physical examination alone,Urgent referral to a specialist,Wait for symptoms to worsen before ordering imaging,option_a
OIC-270-01-A,What is the main difference between acute low back pain of mechanical origin and that of secondary origin?,Mechanical cause,Secondary cause,Neurological cause,Vascular cause,b
OIC-270-07-B,What is a common factor associated with the transition to chronic low back pain?,Prolonged work stoppages,Increased physical activity,Improved mental health,Decreased social support,option_a
OIC-270-03-A,What is the primary cause of urinary retention in patients with acute low back pain?,Ureteropelvic junction obstruction,Hernia of the bladder neck,Surgical repair of a previous pelvic surgery,Spinal cord injury,option_a
OIC-270-04-A,What is the typical presentation of renal colic?,Sudden onset unilateral lumbar pain with radiation to the iliac fossa,Acute low back pain with urinary frequency and haematuria,"No analgesic position, sometimes accompanied by agitation",Torsion of the spermatic cord,option_a
OIC-270-02-A,What is the main difference between common low back pain of degenerative origin (2C-094) and infectious low back pain (2C-156)?,Both are caused by bacterial infections.,Infectious low back pain has a higher frequency of occurrence in young adults.,Common low back pain of degenerative origin is more likely to be associated with poor posture and occupation.,Infectious low back pain often presents with fever and abnormal neurological examination.,b
OIC-270-06-A,What is the primary biological work-up to prescribe in case of acute low back pain with no secondary cause?,CBC,Calcemia,ECBU,EMG,option_a
OIC-032-04-B,What is the primary purpose of systematic neonatal screening for six diseases?,To identify genetic disorders,To detect congenital infections,To monitor fetal growth and development,To screen for inherited metabolic disorders,d
OIC-032-06-A,What is the main purpose of skin-to-skin contact with the newborn after birth?,To promote bonding between mother and child,To prevent infection in the newborn,To increase the risk of atopy in the newborn,To reduce the risk of premature labour,a
OIC-032-07-B,What is the main risk factor for premature birth?,Maternal socio-economic level,"Single, low socio-economic level, smoking, alcohol consumption, drug addiction, stress, anxiety, depression, prolonged standing, inconsistent follow-up","History of premature delivery and late miscarriage, uterine malformation, fibroids, in utero exposure to Distilbene®, short interval between last two pregnancies, conisation, cervico-isthmic incompetence, bacterial vaginosis, IVF","Chronic maternal pathologies (heart disease, nephropathy, etc.), neoplasia, etc.",option_b
OIC-032-05-B,What is the main purpose of a hearing screening test in newborns?,To detect congenital deafness caused by CMV infection,To identify children with hearing loss due to ototoxic treatment,To assess the risk factors for congenital deafness and guide further testing,To diagnose hearing problems in premature infants,c
