id,mcq_json,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-247-26-B,"{""question"": ""A patient with diabetes mellitus type 2 has been diagnosed with macroalbuminuria. Which of the following is NOT a recommended treatment to slow the progression of kidney disease?"", ""option_a"": ""Blood pressure control with a target of < 140/85 mm Hg"", ""option_b"": ""Use of ACE inhibitors or angiotensin II type 1 receptor antagonists (sartans)"", ""option_c"": ""Avoidance of NSAIDs"", ""option_d"": ""HbA1c target of < 8% if the estimated filtration rate is < 30 ml/min/1.73 m2"", ""correct_option"": ""A""}",Management,A patient with diabetes mellitus type 2 has been diagnosed with macroalbuminuria. Which of the following is NOT a recommended treatment to slow the progression of kidney disease?,Blood pressure control with a target of < 140/85 mm Hg,Use of ACE inhibitors or angiotensin II type 1 receptor antagonists (sartans),Avoidance of NSAIDs,HbA1c target of < 8% if the estimated filtration rate is < 30 ml/min/1.73 m2,a
OIC-247-27-B,"{""question"": ""What is the recommended goal for HbA1c levels in patients with diabetic retinopathy?"", ""option_a"": ""HbA1c < 6%"", ""option_b"": ""HbA1c < 7%"", ""option_c"": ""HbA1c < 8%"", ""option_d"": ""HbA1c < 9%"", ""correct_option"": ""B""}",Management,What is the recommended goal for HbA1c levels in patients with diabetic retinopathy?,HbA1c < 6%,HbA1c < 7%,HbA1c < 8%,HbA1c < 9%,b
OIC-247-28-B,"{""question"": ""What is the primary role of a vascular and/or orthopaedic surgeon in the management of a diabetic foot with suspected osteitis?"", ""option_a"": ""To provide general care and education for the prevention of other lesions"", ""option_b"": ""To perform pedicure care and manage other cardiovascular risk factors"", ""option_c"": ""To perform local care by an IDE and provide antibiotic therapy"", ""option_d"": ""To perform surgical management of serious wounds or suspected osteitis"", ""correct_option"": ""D""}",Management,What is the primary role of a vascular and/or orthopaedic surgeon in the management of a diabetic foot with suspected osteitis?,To provide general care and education for the prevention of other lesions,To perform pedicure care and manage other cardiovascular risk factors,To perform local care by an IDE and provide antibiotic therapy,To perform surgical management of serious wounds or suspected osteitis,d
OIC-247-29-B,"{""question"": ""What is the recommended course of action for a patient with high blood glucose levels and positive ketone levels, according to the text?"", ""option_a"": ""Reduce the dose of insulin and continue with subcutaneous insulin"", ""option_b"": ""Add 10% glucose to the saline solution and maintain the current insulin flow rate"", ""option_c"": ""Generate ONE valid multiple-choice question based strictly on the context above. Output ONLY the valid JSON object representing the question."", ""option_d"": ""Add rapid insulin to the subcutaneous insulin and continue with the current rehydration protocol"", ""correct_option"": ""D""}",Management,"What is the recommended course of action for a patient with high blood glucose levels and positive ketone levels, according to the text?",Reduce the dose of insulin and continue with subcutaneous insulin,Add 10% glucose to the saline solution and maintain the current insulin flow rate,Generate ONE valid multiple-choice question based strictly on the context above. Output ONLY the valid JSON object representing the question.,Add rapid insulin to the subcutaneous insulin and continue with the current rehydration protocol,d
OIC-247-30-B,"{""question"": ""What is the primary goal of insulin therapy in the treatment of hyperosmolar coma?"", ""option_a"": ""To lower blood sugar levels below 2.5 g/l"", ""option_b"": ""To achieve blood sugar levels above 2.5 g/l"", ""option_c"": ""To increase potassium levels above 5 mmol/l"", ""option_d"": ""To induce centropontic myelinosis"", ""correct_option"": ""B""}",Management,What is the primary goal of insulin therapy in the treatment of hyperosmolar coma?,To lower blood sugar levels below 2.5 g/l,To achieve blood sugar levels above 2.5 g/l,To increase potassium levels above 5 mmol/l,To induce centropontic myelinosis,b
OIC-247-31-B,"{""question"": ""What is the primary role of a diabetologist in the management of a diabetic patient?"", ""option_a"": ""To prescribe medication for cardiovascular disease"", ""option_b"": ""To coordinate care within centres specialising in the management of foot injuries"", ""option_c"": ""To prescribe insulin therapy and educate the patient on intensive insulin regimens"", ""option_d"": ""To perform standardised assessments for frailty"", ""correct_option"": ""B""}",,What is the primary role of a diabetologist in the management of a diabetic patient?,To prescribe medication for cardiovascular disease,To coordinate care within centres specialising in the management of foot injuries,To prescribe insulin therapy and educate the patient on intensive insulin regimens,To perform standardised assessments for frailty,b
OIC-254-01-B,"{""question"": ""What is the primary mechanism by which pregnant women's increased requirements for certain vitamins and micronutrients, such as iron and iodine, are typically met?"", ""option_a"": ""Increased production of these vitamins and micronutrients by the liver"", ""option_b"": ""Increased intestinal absorption of these vitamins and micronutrients"", ""option_c"": ""Increased dietary intake of these vitamins and micronutrients"", ""option_d"": ""Increased storage of these vitamins and micronutrients in the body"", ""correct_option"": ""C""}",Physiopathology,"What is the primary mechanism by which pregnant women's increased requirements for certain vitamins and micronutrients, such as iron and iodine, are typically met?",Increased production of these vitamins and micronutrients by the liver,Increased intestinal absorption of these vitamins and micronutrients,Increased dietary intake of these vitamins and micronutrients,Increased storage of these vitamins and micronutrients in the body,c
OIC-254-02-B,"{""question"": ""A pregnant woman with a BMI of 27 kg/m\u00b2 is expected to gain how much weight during pregnancy?"", ""option_a"": ""7-11.5 kg"", ""option_b"": ""12.5-18 kg"", ""option_c"": ""5-9 kg"", ""option_d"": ""20-25 kg"", ""correct_option"": ""C""}",Physiopathology,A pregnant woman with a BMI of 27 kg/m² is expected to gain how much weight during pregnancy?,7-11.5 kg,12.5-18 kg,5-9 kg,20-25 kg,c
OIC-254-03-B,"{""question"": ""What is the recommended duration for folic acid supplementation in pregnant women?"", ""option_a"": ""From conception to birth"", ""option_b"": ""From conception to 8 weeks gestation"", ""option_c"": ""28 days before conception and up to 12 weeks gestation"", ""option_d"": ""From 12 weeks gestation to birth"", ""correct_option"": ""C""}",Physiopathology,What is the recommended duration for folic acid supplementation in pregnant women?,From conception to birth,From conception to 8 weeks gestation,28 days before conception and up to 12 weeks gestation,From 12 weeks gestation to birth,c
OIC-254-04-A,"{""question"": ""Which of the following populations is at increased risk of malformation and/or deficiency during pregnancy?"", ""option_a"": ""Women with a history of neural tube defect or cleft lip and palate"", ""option_b"": ""Women who are overweight or obese"", ""option_c"": ""Women who are underweight or malnourished"", ""option_d"": ""Women who are pregnant with twins or have closely-spaced pregnancies"", ""correct_option"": ""A""}",Positive diagnosis,Which of the following populations is at increased risk of malformation and/or deficiency during pregnancy?,Women with a history of neural tube defect or cleft lip and palate,Women who are overweight or obese,Women who are underweight or malnourished,Women who are pregnant with twins or have closely-spaced pregnancies,a
OIC-254-05-A,"{""question"": ""What is the recommended daily intake of calcium during pregnancy, as stated in the text?"", ""option_a"": ""500 mg"", ""option_b"": ""1000 mg"", ""option_c"": ""1500 mg"", ""option_d"": ""2000 mg"", ""correct_option"": ""B""}",Management,"What is the recommended daily intake of calcium during pregnancy, as stated in the text?",500 mg,1000 mg,1500 mg,2000 mg,b
OIC-254-06-A,"{""question"": ""Which of the following foods should be avoided by non-immune pregnant women to prevent listeriosis and toxoplasmosis?"", ""option_a"": ""Cooked charcuterie products requiring cold storage"", ""option_b"": ""Raw milk cheeses, with the exception of pressed cooked cheeses"", ""option_c"": ""All raw or undercooked meats, cooked charcuterie products requiring cold storage, and soft cheeses with a bloomy rind"", ""option_d"": ""Raw eggs and raw or undercooked egg products, and raw shellfish"", ""correct_option"": ""C""}",Management,Which of the following foods should be avoided by non-immune pregnant women to prevent listeriosis and toxoplasmosis?,Cooked charcuterie products requiring cold storage,"Raw milk cheeses, with the exception of pressed cooked cheeses","All raw or undercooked meats, cooked charcuterie products requiring cold storage, and soft cheeses with a bloomy rind","Raw eggs and raw or undercooked egg products, and raw shellfish",c
OIC-254-07-A,"{""question"": ""What is the recommended frequency of consumption of highly bioaccumulative freshwater fish like eel, barbel, bream, carp, and catfish for pregnant women?"", ""option_a"": ""Once a week"", ""option_b"": ""Once every two months"", ""option_c"": ""Once a month"", ""option_d"": ""Once a day"", ""correct_option"": ""B""}",Taking charge,"What is the recommended frequency of consumption of highly bioaccumulative freshwater fish like eel, barbel, bream, carp, and catfish for pregnant women?",Once a week,Once every two months,Once a month,Once a day,b
OIC-256-01-A,"{""question"": ""What is the requirement for a medical certificate stating that there are no contraindications to practising sport for athletes participating in certain sports?"", ""option_a"": ""The medical certificate must be issued by a sports federation doctor"", ""option_b"": ""The medical certificate must be issued by any medical doctor and states that there are no contraindications to practising the sport in competition where applicable"", ""option_c"": ""The medical certificate must be issued by a sports federation doctor and is only required every three years"", ""option_d"": ""The medical certificate must be issued by a sports federation doctor and is not required for athletes participating in mountaineering, underwater diving, or speleology"", ""correct_option"": ""B""}",Support,What is the requirement for a medical certificate stating that there are no contraindications to practising sport for athletes participating in certain sports?,The medical certificate must be issued by a sports federation doctor,The medical certificate must be issued by any medical doctor and states that there are no contraindications to practising the sport in competition where applicable,The medical certificate must be issued by a sports federation doctor and is only required every three years,"The medical certificate must be issued by a sports federation doctor and is not required for athletes participating in mountaineering, underwater diving, or speleology",b
OIC-256-02-B,"{""question"": ""What type of contraindications to practising sport in the school environment are typically linked to acute illnesses?"", ""option_a"": ""Chronic illnesses in decompensation"", ""option_b"": ""Acute illnesses that contraindicate effort or the use of a limb"", ""option_c"": ""Permanent disabilities preventing certain activities"", ""option_d"": ""Severe malnutrition"", ""correct_option"": ""B""}",,What type of contraindications to practising sport in the school environment are typically linked to acute illnesses?,Chronic illnesses in decompensation,Acute illnesses that contraindicate effort or the use of a limb,Permanent disabilities preventing certain activities,Severe malnutrition,b
OIC-256-03-B,"{""question"": ""What is the recommended frequency for performing an ECG in individuals over the age of 35 who are participating in sports?"", ""option_a"": ""Every 1 to 2 years"", ""option_b"": ""Every 3 years"", ""option_c"": ""Every 5 years"", ""option_d"": ""Every 10 years"", ""correct_option"": ""A""}",Support,What is the recommended frequency for performing an ECG in individuals over the age of 35 who are participating in sports?,Every 1 to 2 years,Every 3 years,Every 5 years,Every 10 years,a
OIC-256-04-B,"{""question"": ""When conducting a medical examination to ensure a child has no contraindications to practising sport, what is one of the key factors to assess?"", ""option_a"": ""Only the amount of physical activity the child does during school hours"", ""option_b"": ""The impact of the sport on living conditions and learning at school, average sleep time, and quality of the child's diet"", ""option_c"": ""The child's favorite sport and the number of hours spent practicing it"", ""option_d"": ""The child's height and weight, but not their overall physical activity level"", ""correct_option"": ""B""}",Support,"When conducting a medical examination to ensure a child has no contraindications to practising sport, what is one of the key factors to assess?",Only the amount of physical activity the child does during school hours,"The impact of the sport on living conditions and learning at school, average sleep time, and quality of the child's diet",The child's favorite sport and the number of hours spent practicing it,"The child's height and weight, but not their overall physical activity level",b
OIC-256-05-A,"{""question"": ""What is a specific contraindication for an individual with a history of pneumothorax to participate in?"", ""option_a"": ""Contact sports"", ""option_b"": ""Underwater diving"", ""option_c"": ""Boxing"", ""option_d"": ""Soccer"", ""correct_option"": ""B""}",Definition,What is a specific contraindication for an individual with a history of pneumothorax to participate in?,Contact sports,Underwater diving,Boxing,Soccer,b
OIC-256-06-A,"{""question"": ""What is the primary reason for the cardiovascular risks associated with intense physical exercise?"", ""option_a"": ""Increased cardiac output and arterial pressure during exercise"", ""option_b"": ""Decreased cardiac output and arterial pressure during exercise"", ""option_c"": ""Increased respiratory rate and oxygen consumption"", ""option_d"": ""Decreased respiratory rate and oxygen consumption"", ""correct_option"": ""A""}",Definition,What is the primary reason for the cardiovascular risks associated with intense physical exercise?,Increased cardiac output and arterial pressure during exercise,Decreased cardiac output and arterial pressure during exercise,Increased respiratory rate and oxygen consumption,Decreased respiratory rate and oxygen consumption,a
OIC-256-07-B,"{""question"": ""What is the primary treatment for osteochondrosis pathologies in children, such as Sever's disease and Osgood-Schlatter disease?"", ""option_a"": ""Immobilization and offloading"", ""option_b"": ""Physical therapy and stretching"", ""option_c"": ""Surgery and medication"", ""option_d"": ""Sports rest and analgesics"", ""correct_option"": ""D""}",Etiologies,"What is the primary treatment for osteochondrosis pathologies in children, such as Sever's disease and Osgood-Schlatter disease?",Immobilization and offloading,Physical therapy and stretching,Surgery and medication,Sports rest and analgesics,d
OIC-256-08-B,"{""question"": ""What is the primary energy source for high-intensity physical activity?"", ""option_a"": ""Lipids"", ""option_b"": ""Carbohydrates"", ""option_c"": ""Proteins"", ""option_d"": ""Fats"", ""correct_option"": ""B""}",Management,What is the primary energy source for high-intensity physical activity?,Lipids,Carbohydrates,Proteins,Fats,b
OIC-256-09-B,"{""question"": ""What is the recommended daily intake of protein for a child athlete with a balanced diet?"", ""option_a"": ""4 protein rations per day"", ""option_b"": ""1 to 2 protein rations per day"", ""option_c"": ""6 protein rations per day"", ""option_d"": ""10 protein rations per day"", ""correct_option"": ""B""}",,What is the recommended daily intake of protein for a child athlete with a balanced diet?,4 protein rations per day,1 to 2 protein rations per day,6 protein rations per day,10 protein rations per day,b
OIC-256-10-B,"{""question"": ""What is the recommended daily protein intake for endurance athletes?"", ""option_a"": ""0.8-1.0 g/kg/day"", ""option_b"": ""1.2-1.4 g/kg/day"", ""option_c"": ""1.5-1.7 g/kg/day"", ""option_d"": ""2.0-2.5 g/kg/day"", ""correct_option"": ""B""}",,What is the recommended daily protein intake for endurance athletes?,0.8-1.0 g/kg/day,1.2-1.4 g/kg/day,1.5-1.7 g/kg/day,2.0-2.5 g/kg/day,b
OIC-256-11-A,"{""question"": ""What are some symptoms that may be suggestive of cardiovascular pathology during exercise?"", ""option_a"": ""Muscle soreness, fatigue, and dizziness"", ""option_b"": ""Chest pain, palpitations, dyspnoea, and discomfort or loss of consciousness"", ""option_c"": ""Nausea, vomiting, and diarrhea"", ""option_d"": ""Headache, blurred vision, and ringing in the ears"", ""correct_option"": ""B""}",Management,What are some symptoms that may be suggestive of cardiovascular pathology during exercise?,"Muscle soreness, fatigue, and dizziness","Chest pain, palpitations, dyspnoea, and discomfort or loss of consciousness","Nausea, vomiting, and diarrhea","Headache, blurred vision, and ringing in the ears",b
OIC-257-01-A,"{""question"": ""What is the primary cause of generalised oedema, also known as hydrops, in the most severe forms?"", ""option_a"": ""Localised inflammation or venous insufficiency"", ""option_b"": ""Positive sodium and water balance"", ""option_c"": ""Lymphatic insufficiency"", ""option_d"": ""Decreased protein levels in the blood"", ""correct_option"": ""B""}",Definition,"What is the primary cause of generalised oedema, also known as hydrops, in the most severe forms?",Localised inflammation or venous insufficiency,Positive sodium and water balance,Lymphatic insufficiency,Decreased protein levels in the blood,b
OIC-257-02-B,"{""question"": ""What are the possible causes of locally caused oedema?"", ""option_a"": ""Only an increase in venous pressure"", ""option_b"": ""Only a lymphatic obstacle"", ""option_c"": ""Only local inflammatory pathology modifying capillary permeability"", ""option_d"": ""A combination of all the above"", ""correct_option"": ""D""}",Physiopathology,What are the possible causes of locally caused oedema?,Only an increase in venous pressure,Only a lymphatic obstacle,Only local inflammatory pathology modifying capillary permeability,A combination of all the above,d
OIC-257-03-B,"{""question"": ""What is the primary cause of effective hypovolaemia in heart failure, leading to activation of the sodium and water reabsorption systems?"", ""option_a"": ""Sequestration of blood in the splanchnic territory upstream of the liver"", ""option_b"": ""Reduction in peripheral vascular resistance and systemic arterial pressure"", ""option_c"": ""Increase in capillary hydrostatic pressure"", ""option_d"": ""Decrease in plasma oncotic pressure"", ""correct_option"": ""B""}",Physiopathology,"What is the primary cause of effective hypovolaemia in heart failure, leading to activation of the sodium and water reabsorption systems?",Sequestration of blood in the splanchnic territory upstream of the liver,Reduction in peripheral vascular resistance and systemic arterial pressure,Increase in capillary hydrostatic pressure,Decrease in plasma oncotic pressure,b
OIC-257-04-A,"{""question"": ""What is the name of the sign shown in the photograph depicting oedema of the lower limbs?"", ""option_a"": ""Stork sign"", ""option_b"": ""Bucket sign"", ""option_c"": ""Puddle sign"", ""option_d"": ""Sack sign"", ""correct_option"": ""B""}",Multimedia content,What is the name of the sign shown in the photograph depicting oedema of the lower limbs?,Stork sign,Bucket sign,Puddle sign,Sack sign,b
OIC-257-05-A,"{""question"": ""A patient presents with bilateral and symmetrical oedema, which is located preferentially in the lumbar region after a period of prolonged bed rest, and is associated with pleural effusions. What is the most likely cause of this patient's oedema?"", ""option_a"": ""Cardiac pathology"", ""option_b"": ""Liver pathology"", ""option_c"": ""Renal failure"", ""option_d"": ""Idiopathic cyclic oedema"", ""correct_option"": ""A""}",Positive diagnosis,"A patient presents with bilateral and symmetrical oedema, which is located preferentially in the lumbar region after a period of prolonged bed rest, and is associated with pleural effusions. What is the most likely cause of this patient's oedema?",Cardiac pathology,Liver pathology,Renal failure,Idiopathic cyclic oedema,a
OIC-257-06-A,"{""question"": ""Which of the following conditions is most likely to be associated with hypoalbuminemia in a patient with generalized lower limb edema?"", ""option_a"": ""Cardiac failure"", ""option_b"": ""Hepatic failure"", ""option_c"": ""Renal failure"", ""option_d"": ""Anorexia and malabsorption"", ""correct_option"": ""D""}",Additional tests,Which of the following conditions is most likely to be associated with hypoalbuminemia in a patient with generalized lower limb edema?,Cardiac failure,Hepatic failure,Renal failure,Anorexia and malabsorption,d
OIC-257-07-A,"{""question"": ""What is a common cause of localised oedema due to an increase in venous pressure?"", ""option_a"": ""Hepatic cirrhosis"", ""option_b"": ""Thrombophlebitis and its after-effects"", ""option_c"": ""Idiopathic cyclic oedema"", ""option_d"": ""Pregnancy"", ""correct_option"": ""B""}",Etiologies,What is a common cause of localised oedema due to an increase in venous pressure?,Hepatic cirrhosis,Thrombophlebitis and its after-effects,Idiopathic cyclic oedema,Pregnancy,b
OIC-260-01-A,"{""question"": ""What is the minimum threshold for red blood cells in the urine to confirm haematuria?"", ""option_a"": ""\u2265 5 red blood cells/mm^3"", ""option_b"": ""\u2265 10 red blood cells/mm^3 or \u2265 10,000 red blood cells/mL"", ""option_c"": ""\u2265 15 red blood cells/mm^3"", ""option_d"": ""\u2265 20 red blood cells/mm^3"", ""correct_option"": ""B""}",Definition,What is the minimum threshold for red blood cells in the urine to confirm haematuria?,≥ 5 red blood cells/mm^3,"≥ 10 red blood cells/mm^3 or ≥ 10,000 red blood cells/mL",≥ 15 red blood cells/mm^3,≥ 20 red blood cells/mm^3,b
OIC-260-02-B,"{""question"": ""What is the primary reason for the absence of clots in the urine of patients with nephrological etiology of haematuria?"", ""option_a"": ""Activation of the coagulation cascade"", ""option_b"": ""Activation of fibrinolytic tubular urokinase"", ""option_c"": ""Increased blood pressure"", ""option_d"": ""Decreased glomerular filtration rate"", ""correct_option"": ""B""}",Physiopathology,What is the primary reason for the absence of clots in the urine of patients with nephrological etiology of haematuria?,Activation of the coagulation cascade,Activation of fibrinolytic tubular urokinase,Increased blood pressure,Decreased glomerular filtration rate,b
OIC-260-04-B,"{""question"": ""A patient presents with macroscopic haematuria that is isolated and not accompanied by pain, clots or burning. What is the most likely origin of the haematuria?"", ""option_a"": ""Bladder neck origin"", ""option_b"": ""Bladder origin"", ""option_c"": ""Renal origin"", ""option_d"": ""Urethro-prostatic origin"", ""correct_option"": ""C""}",Positive diagnosis,"A patient presents with macroscopic haematuria that is isolated and not accompanied by pain, clots or burning. What is the most likely origin of the haematuria?",Bladder neck origin,Bladder origin,Renal origin,Urethro-prostatic origin,c
OIC-260-05-B,"{""question"": ""What is the primary purpose of performing a urethrovesical fibroscopy in patients with haematuria?"", ""option_a"": ""To obtain a biopsy sample for histological examination"", ""option_b"": ""To visualize the ureteral meatus and lateralize the haematuria from the upper excretory tract"", ""option_c"": ""To perform an arteriography and embolize a bleeding vessel"", ""option_d"": ""To inject a contrast agent for uro-scanner imaging"", ""correct_option"": ""B""}",Complementary examinations,What is the primary purpose of performing a urethrovesical fibroscopy in patients with haematuria?,To obtain a biopsy sample for histological examination,To visualize the ureteral meatus and lateralize the haematuria from the upper excretory tract,To perform an arteriography and embolize a bleeding vessel,To inject a contrast agent for uro-scanner imaging,b
OIC-260-06-B,"{""question"": ""What is the most likely cause of the pyelic clotting in Figure 1b?"", ""option_a"": ""A urinary tract infection"", ""option_b"": ""A kidney stone"", ""option_c"": ""A locally advanced renal cell carcinoma"", ""option_d"": ""A bladder polyp"", ""correct_option"": ""C""}",Multimedia content,What is the most likely cause of the pyelic clotting in Figure 1b?,A urinary tract infection,A kidney stone,A locally advanced renal cell carcinoma,A bladder polyp,c
OIC-260-07-A,"{""question"": ""What is reflected by the presence of macroscopic haematuria in the urine collecting bag?"", ""option_a"": ""Microscopic haematuria"", ""option_b"": ""Macroscopic haematuria"", ""option_c"": ""Normal urine"", ""option_d"": ""Kidney stones"", ""correct_option"": ""B""}",Multimedia content,What is reflected by the presence of macroscopic haematuria in the urine collecting bag?,Microscopic haematuria,Macroscopic haematuria,Normal urine,Kidney stones,b
OIC-260-08-A,"{""question"": ""What does the presence of three crosses ( +++ ) on a urine dipstick indicate?"", ""option_a"": ""Proteinuria"", ""option_b"": ""Glucosuria"", ""option_c"": ""Haematuria"", ""option_d"": ""Leucocyturia"", ""correct_option"": ""C""}",Multimedia content,What does the presence of three crosses ( +++ ) on a urine dipstick indicate?,Proteinuria,Glucosuria,Haematuria,Leucocyturia,c
OIC-260-09-A,"{""question"": ""A patient presents with acute nephritic syndrome, which is most likely caused by a post-infectious glomerulonephritis following a streptococcal ENT infection. What is the expected timing of the onset of the nephritic syndrome in relation to the ENT infection?"", ""option_a"": ""Immediately after the ENT infection"", ""option_b"": ""10-15 days after the ENT infection"", ""option_c"": ""3-4 weeks after the ENT infection"", ""option_d"": ""6-8 weeks after the ENT infection"", ""correct_option"": ""B""}",Etiologies,"A patient presents with acute nephritic syndrome, which is most likely caused by a post-infectious glomerulonephritis following a streptococcal ENT infection. What is the expected timing of the onset of the nephritic syndrome in relation to the ENT infection?",Immediately after the ENT infection,10-15 days after the ENT infection,3-4 weeks after the ENT infection,6-8 weeks after the ENT infection,b
OIC-260-10-A,"{""question"": ""What is the primary reason to rule out a urological cause in cases of isolated macroscopic or persistent microscopic haematuria in adults and children?"", ""option_a"": ""To confirm the presence of urinary tract infections"", ""option_b"": ""To assess the severity of kidney trauma"", ""option_c"": ""To identify the most common cause of urological haematuria"", ""option_d"": ""To exclude urological causes before any nephrological work-up"", ""correct_option"": ""D""}",Etiologies,What is the primary reason to rule out a urological cause in cases of isolated macroscopic or persistent microscopic haematuria in adults and children?,To confirm the presence of urinary tract infections,To assess the severity of kidney trauma,To identify the most common cause of urological haematuria,To exclude urological causes before any nephrological work-up,d
OIC-260-11-A,"{""question"": ""What is the primary purpose of the diagnostic tree for haematuria shown in Figure 6?"", ""option_a"": ""To provide a treatment plan for patients with haematuria"", ""option_b"": ""To identify the underlying cause of haematuria and guide further diagnostic testing"", ""option_c"": ""To determine the severity of haematuria and recommend appropriate management"", ""option_d"": ""To predict the prognosis of patients with haematuria"", ""correct_option"": ""B""}",Positive diagnosis,What is the primary purpose of the diagnostic tree for haematuria shown in Figure 6?,To provide a treatment plan for patients with haematuria,To identify the underlying cause of haematuria and guide further diagnostic testing,To determine the severity of haematuria and recommend appropriate management,To predict the prognosis of patients with haematuria,b
OIC-260-12-A,"{""question"": ""A patient presents with macroscopic haematuria, what is the most urgent concern regarding their condition?"", ""option_a"": ""The need for immediate surgical intervention to remove the source of bleeding"", ""option_b"": ""The risk of chronic anaemia due to persistent haematuria"", ""option_c"": ""The development of a bladder globe and/or renal colic due to clotting"", ""option_d"": ""The possibility of a urinary tract infection"", ""correct_option"": ""C""}",Identification of the emergency,"A patient presents with macroscopic haematuria, what is the most urgent concern regarding their condition?",The need for immediate surgical intervention to remove the source of bleeding,The risk of chronic anaemia due to persistent haematuria,The development of a bladder globe and/or renal colic due to clotting,The possibility of a urinary tract infection,c
OIC-260-13-B,"{""question"": ""A patient presents with acute retention of urine due to clotting macroscopic haematuria, what is the recommended initial management in the absence of retention of urine or renal colic?"", ""option_a"": ""Placement of a suprapubic catheter (KT) with continuous irrigation/washing"", ""option_b"": ""Placement of a double-stream bladder catheter (large bore CH>18) with manual decapping and continuous irrigation/washing"", ""option_c"": ""Intravenous filling and transfusion of packed red blood cells"", ""option_d"": ""Endoscopic surgical decalcification in the operating theatre"", ""correct_option"": ""B""}",Management,"A patient presents with acute retention of urine due to clotting macroscopic haematuria, what is the recommended initial management in the absence of retention of urine or renal colic?",Placement of a suprapubic catheter (KT) with continuous irrigation/washing,Placement of a double-stream bladder catheter (large bore CH>18) with manual decapping and continuous irrigation/washing,Intravenous filling and transfusion of packed red blood cells,Endoscopic surgical decalcification in the operating theatre,b
OIC-261-01-A,"{""question"": ""What is the minimum percentage of albumin required for a proteinuria to be considered glomerular in origin?"", ""option_a"": ""40%"", ""option_b"": ""50%"", ""option_c"": ""60%"", ""option_d"": ""70%"", ""correct_option"": ""C""}",Positive diagnosis,What is the minimum percentage of albumin required for a proteinuria to be considered glomerular in origin?,40%,50%,60%,70%,c
OIC-261-02-A,"{""question"": ""Which of the following conditions is NOT typically associated with the nephrotic syndrome?"", ""option_a"": ""Idiopathic nephrotic syndrome"", ""option_b"": ""Chronic glomerulonephritis"", ""option_c"": ""Diabetic nephropathy"", ""option_d"": ""Acute post-infectious glomerulonephritis"", ""correct_option"": ""B""}",Definition,Which of the following conditions is NOT typically associated with the nephrotic syndrome?,Idiopathic nephrotic syndrome,Chronic glomerulonephritis,Diabetic nephropathy,Acute post-infectious glomerulonephritis,b
OIC-261-03-B,"{""question"": ""What is the most common primary glomerulonephritis in adults, apart from diabetic nephropathy?"", ""option_a"": ""IgA nephropathy"", ""option_b"": ""Minimal change disease"", ""option_c"": ""Focal segmental glomerulosclerosis"", ""option_d"": ""Membranous glomerulonephritis"", ""correct_option"": ""D""}",Epidemiology,"What is the most common primary glomerulonephritis in adults, apart from diabetic nephropathy?",IgA nephropathy,Minimal change disease,Focal segmental glomerulosclerosis,Membranous glomerulonephritis,d
OIC-261-04-A,"{""question"": ""A patient presents with symptoms of renal impairment and a history of skin infection. Which of the following glomerular diseases is most likely to be responsible for this patient's condition?"", ""option_a"": ""Diabetic nephropathy"", ""option_b"": ""HIV-associated nephropathy"", ""option_c"": ""Post-infectious glomerulonephritis"", ""option_d"": ""Alport syndrome"", ""correct_option"": ""C""}",Etiologies,A patient presents with symptoms of renal impairment and a history of skin infection. Which of the following glomerular diseases is most likely to be responsible for this patient's condition?,Diabetic nephropathy,HIV-associated nephropathy,Post-infectious glomerulonephritis,Alport syndrome,c
OIC-261-05-B,"{""question"": ""What is the main indication for performing a renal puncture biopsy (RPB) in a patient with glomerular nephropathy syndrome?"", ""option_a"": ""Pure nephrotic syndrome in a child aged between 1 and 10 years"", ""option_b"": ""Diabetic retinopathy on fundus without haematuria in a patient with known diabetes"", ""option_c"": ""Glomerular nephropathy syndrome with all the above four cases"", ""option_d"": ""Acute pyelonephritis"", ""correct_option"": ""C""}",Additional examinations,What is the main indication for performing a renal puncture biopsy (RPB) in a patient with glomerular nephropathy syndrome?,Pure nephrotic syndrome in a child aged between 1 and 10 years,Diabetic retinopathy on fundus without haematuria in a patient with known diabetes,Glomerular nephropathy syndrome with all the above four cases,Acute pyelonephritis,c
OIC-261-06-B,"{""question"": ""What type of glomerular lesion is characterized by the infiltration of the glomerulus by polymorphonuclear cells and monocytes, often observed in acute inflammatory attacks?"", ""option_a"": ""Sclerosis"", ""option_b"": ""Mesangial proliferation"", ""option_c"": ""Extracapillary proliferation"", ""option_d"": ""Deposits of immunoglobulin chains"", ""correct_option"": ""C""}",Definition,"What type of glomerular lesion is characterized by the infiltration of the glomerulus by polymorphonuclear cells and monocytes, often observed in acute inflammatory attacks?",Sclerosis,Mesangial proliferation,Extracapillary proliferation,Deposits of immunoglobulin chains,c
OIC-261-07-B,"{""question"": ""What is the characteristic histological feature of Goodpasture's disease?"", ""option_a"": ""Mesangial proliferation with IgA deposits"", ""option_b"": ""Endocapillary proliferation with C3 deposits"", ""option_c"": ""Extracapillary proliferation with linear IgG deposits along the MBG"", ""option_d"": ""No proliferation and no deposits"", ""correct_option"": ""C""}",Definition,What is the characteristic histological feature of Goodpasture's disease?,Mesangial proliferation with IgA deposits,Endocapillary proliferation with C3 deposits,Extracapillary proliferation with linear IgG deposits along the MBG,No proliferation and no deposits,c
